ID,Name,Start Time,Location,Host URL,Time Updated
338,Walk on the Wild Side,2/01/2017 11:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-9e299de0-00002ef0demobedework%40mysite.edu_20170201T160000Z,2016-12-14 10:05:33.765618
339,Midweek Prayer,2/01/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170201T163000Z,2016-12-14 10:05:33.765623
340,Regulatory Networks in Health and Disease,2/01/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-53d2f7a2-0153-f6edd3de-00004194demobedework%40mysite.edu_20170201T170000Z,2016-12-14 10:05:33.765628
341,Catholic Daily Mass - Wednesday,2/01/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170201T170000Z,2016-12-14 10:05:33.765634
342, POLITICAL ECONOMY WORKSHOP:  Monika Nalepa (University of Chicago),2/01/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-009f248b-00001e06demobedework%40mysite.edu,2016-12-14 10:05:33.765639
343,PRATTically Speaking Toastmasters Club Meeting,2/01/2017 12:00,Hudson Hall 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-30d65c14-0000534edemobedework%40mysite.edu_20170201T170000Z,2016-12-14 10:05:33.765644
344,FIP Seminar: MEDx Mobile Health Technology,2/01/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9aeb745-00003847demobedework%40mysite.edu,2016-12-14 10:05:33.765650
345,DVS Workshop:  QGIS,2/01/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf788091-00006dd2demobedework%40mysite.edu,2016-12-14 10:05:33.765655
346,Undergraduate Drop-in Advising,2/01/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170201T183000Z,2016-12-14 10:05:33.765660
347,Drop-In Advising for Graduate Students,2/01/2017 14:00,West Union - 241 Meeting Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f90aa570-000006fddemobedework%40mysite.edu_20170201T190000Z,2016-12-14 10:05:33.765665
348,Design Strategies for an English Garden,2/01/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e732aa97-00002d6fdemobedework%40mysite.edu_20170201T233000Z,2016-12-14 10:05:33.765671
349,Catholic Eucharistic Adoration - Goodson Chapel,2/01/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170202T010000Z,2016-12-14 10:05:33.765678
350,Catholic Reconciliation Service - Goodson Chapel,2/01/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170202T020000Z,2016-12-14 10:05:33.765685
351,Jazz@TheMaryLou,2/01/2017 00:01,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-0514ba8e-000072c4demobedework%40mysite.edu_20170202T023000Z,2016-12-14 10:05:33.765691
352,Engineering Master's Drop-in Advising,2/02/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170202T130000Z,2016-12-14 10:05:33.765696
353,Catholic Daily Mass - Thursday YOH Football Center,2/02/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170202T163000Z,2016-12-14 10:05:33.765702
354,School of Nursing Lunch Discussion on Heart Wellness,2/02/2017 12:00,Prestonwood Country Club Cary NC,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-584ad555-0158-54f1475f-00004bf6demobedework%40mysite.edu,2016-12-14 10:05:33.765707
355,Networking Workshop for Graduate Students [Registration required],2/02/2017 12:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f38e7da2-000013c5demobedework%40mysite.edu,2016-12-14 10:05:33.765713
356,DVS Workshop:   Rvest & httR -- A learning series on R,2/02/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-b5a77a9c-00002d5ademobedework%40mysite.edu,2016-12-14 10:05:33.765718
357,Thursday Seminar Series,2/02/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7ecba6d1-00000a54demobedework%40mysite.edu,2016-12-14 10:05:33.765724
358,Undergraduate Drop-in Advising,2/02/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170202T183000Z,2016-12-14 10:05:33.765728
359,Engineering Master's Drop-in Advising,2/02/2017 14:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df0af6da-0000650ademobedework%40mysite.edu_20170202T190000Z,2016-12-14 10:05:33.765734
360,Choral Vespers,2/02/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-95164a81-00003345demobedework%40mysite.edu_20170202T230000Z,2016-12-14 10:05:33.765739
361,Gallery Talk: Margaret Humphreys,2/02/2017 18:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-260f38de-00005f9ddemobedework%40mysite.edu,2016-12-14 10:05:33.765744
362,Women's Basketball vs Clemson,2/02/2017 19:00,Cameron Indoor Stadium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f7300df0-00003ec9demobedework%40mysite.edu,2016-12-14 10:05:33.765750
363,ScreenSociety--Middle East Documentaries--Defiance: The Night of the Failed Coup,2/02/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58d2ab14-0158-e5ad0d9a-000024f0demobedework%40mysite.edu,2016-12-14 10:05:33.765755
364,Duke Law Journal,2/03/2017 8:30,TBD,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-55e441e6-0156-03e11d99-00003958demobedework%40mysite.edu,2016-12-14 10:05:33.765760
365,Evolutionary Anthropology Talk Series,2/03/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bf473a5-0000705ademobedework%40mysite.edu,2016-12-14 10:05:33.765765
366,Evolutionary Anthropology Talk Series,2/03/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bf7831a-000071ffdemobedework%40mysite.edu,2016-12-14 10:05:33.765770
367,Evolutionary Anthropology Talk Series,2/03/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bf912ba-000072a7demobedework%40mysite.edu,2016-12-14 10:05:33.765775
368,Evolutionary Anthropology Talk Series,2/03/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bfb091e-000073f8demobedework%40mysite.edu,2016-12-14 10:05:33.765782
369,Julie Golomb Ohio State University,2/03/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5609208c-0156-2cbfd19e-00001538demobedework%40mysite.edu,2016-12-14 10:05:33.765788
370,Deficiencies in mitochondrial fission and fusion sensitize C. elegans to arsenite-induced mitochondrial toxicity,2/03/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170203T170000Z,2016-12-14 10:05:33.765793
371,Jummah,2/03/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170203T174500Z,2016-12-14 10:05:33.765799
372,Freestyle Friday: ReMix,2/03/2017 1:00,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-050e582c-00006e8edemobedework%40mysite.edu_20170203T180000Z,2016-12-14 10:05:33.765805
373,Undergraduate Drop-in Advising,2/03/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170203T183000Z,2016-12-14 10:05:33.765810
374,Drop-In Advising for Graduate Students,2/03/2017 14:00,North Building 401 EIS office space,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9026727-00000331demobedework%40mysite.edu_20170203T190000Z,2016-12-14 10:05:33.765815
375,Men's Basketball vs Pittsburg,2/04/2017 1:00,Cameron Indoor Stadium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d86a4ab1-00002861demobedework%40mysite.edu,2016-12-14 10:05:33.765821
376,Ciompi Concert No. 3 feat. Jamie Laval Fiddle,2/04/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-562ae3d2-0000435fdemobedework%40mysite.edu,2016-12-14 10:05:33.765826
377,Catholic Mass - Goodson Chapel,2/05/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170205T143000Z,2016-12-14 10:05:33.765832
378, Wee Praise (Westbrook Building),2/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170205T144500Z,2016-12-14 10:05:33.765848
379, Godly Play (Langford Building),2/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170205T144500Z,2016-12-14 10:05:33.765877
380, Youth Sunday School (Westbrook Building),2/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170205T144500Z,2016-12-14 10:05:33.765884
381, Adult Forum (Westbrook Building),2/05/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170205T144500Z,2016-12-14 10:05:33.765890
382,University Worship,2/05/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170205T160000Z,2016-12-14 10:05:33.765895
383,Catholic Mass - Goodson Chapel,2/05/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170205T160000Z,2016-12-14 10:05:33.765900
384,Carillon Recital,2/05/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-56e7d940-00000366demobedework%40mysite.edu,2016-12-14 10:05:33.765905
385,Women's Basketball at Virginia,2/05/2017 1:00,Charlottesville  Va.,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0157-f731fdc7-00003fcedemobedework%40mysite.edu,2016-12-14 10:05:33.765910
386,Nasher Reads: Strapless by Deborah Davis,2/05/2017 15:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-26110c94-00006042demobedework%40mysite.edu,2016-12-14 10:05:33.765915
387,Choral Evensong,2/05/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170205T210000Z,2016-12-14 10:05:33.765924
388,Youth Fellowship,2/05/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170205T220000Z,2016-12-14 10:05:33.765930
389,Catholic Mass - Goodson Chapel,2/05/2017 17:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170206T020000Z,2016-12-14 10:05:33.765935
390,MFA|EDA Sunday Screening Salon,2/05/2017 18:00,105 Hood Street Suite #5                  -,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-0a79b818-00000d87demobedework%40mysite.edu,2016-12-14 10:05:33.765940
391,Careers in Conversation for STEM PhDs,2/06/2017 00:01,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d5bfd4c9-0000056fdemobedework%40mysite.edu,2016-12-14 10:05:33.765946
392,Drop-In Advising for Graduate Students,2/06/2017 10:00,The Edge Bostock Library,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58eecd42-0158-f8e036d1-000007b3demobedework%40mysite.edu_20170206T150000Z,2016-12-14 10:05:33.765951
393,Catholic Daily Mass - Monday,2/06/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170206T170000Z,2016-12-14 10:05:33.765957
394,Duke Journal of Gender Law & Policy Symposium,2/06/2017 12:30,Law School 4055,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-557c3cc7-0155-7e8e2fdb-00006e0ademobedework%40mysite.edu_20170206T173000Z,2016-12-14 10:05:33.765962
395,DVS Workshop:  Data Management Fundamentals,2/06/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf37e41c-00005f19demobedework%40mysite.edu,2016-12-14 10:05:33.765967
396,Undergraduate Drop-in Advising,2/06/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170206T183000Z,2016-12-14 10:05:33.765972
397,ScreenSociety--French Film Festival--La Sapienza,2/06/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58d2ab14-0158-e5b10beb-000025e9demobedework%40mysite.edu,2016-12-14 10:05:33.765978
398,Teaching Conversations: A Scaffold Assignment: The Wellness Self-Care Portfolio,2/07/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56df798d-0156-e27fe544-00003276demobedework%40mysite.edu,2016-12-14 10:05:33.765983
399,Neurobiology Invited Seminar,2/07/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-578c4159-0157-8fec34bc-00004365demobedework%40mysite.edu,2016-12-14 10:05:33.765988
400,Duke Journal of Gender Law & Policy Symposium,2/07/2017 12:30,Law School 4055,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-557c3cc7-0155-7e8e2fdb-00006e0ademobedework%40mysite.edu_20170207T173000Z,2016-12-14 10:05:33.765993
401,DVS Workshop:  Data Visualization with Excel,2/07/2017 13:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf88e26f-00006fd2demobedework%40mysite.edu,2016-12-14 10:05:33.765999
402,Undergraduate Drop-in Advising,2/07/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170207T183000Z,2016-12-14 10:05:33.766004
403,Drop-In Advising for Graduate Students,2/07/2017 14:00,The Graduate School Conference Room 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f915de64-000008dedemobedework%40mysite.edu_20170207T190000Z,2016-12-14 10:05:33.766009
404,Catholic Daily Mass - Tuesday Evenings,2/07/2017 17:45,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4244a4ea-00007764demobedework%40mysite.edu_20170207T224500Z,2016-12-14 10:05:33.766015
405,Tuesday Night Dinner,2/07/2017 18:30,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4239ceef-00006d6ddemobedework%40mysite.edu_20170207T233000Z,2016-12-14 10:05:33.766020
406,I Need a Plan: Garden Fundamentals - Create a Bird-Friendly Garden,2/07/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e734ca51-00002dcedemobedework%40mysite.edu_20170207T233000Z,2016-12-14 10:05:33.766028
407,ScreenSociety--2017 African Film Festival--Virunga,2/07/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58d2ab14-0158-e5c86259-000028ccdemobedework%40mysite.edu,2016-12-14 10:05:33.766034
408,Duke Toastmasters Meeting,2/08/2017 7:00,Duke Credit Union 2200 W. Main Street,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57832023-0157-8a6e43ab-0000637ddemobedework%40mysite.edu_20170208T120000Z,2016-12-14 10:05:33.766039
409,2017 Sustainable Business and Social Impact Conference,2/08/2017 8:00,Fuqua School of Business,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d38765c3-00002e2cdemobedework%40mysite.edu,2016-12-14 10:05:33.766045
410,DVS Workshop:  Historical GIS,2/08/2017 10:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf7bd7c1-00006e27demobedework%40mysite.edu,2016-12-14 10:05:33.766050
411,Finance Seminar Series | Fernando Alvarez The University of Chicago,2/08/2017 10:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-1faa9c1f-0000624edemobedework%40mysite.edu_20170208T153000Z,2016-12-14 10:05:33.766055
413,Nasher Reads: Strapless by Deborah Davis,2/08/2017 11:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-2611e0bb-00006097demobedework%40mysite.edu,2016-12-14 10:05:33.766066
414,Midweek Prayer,2/08/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170208T163000Z,2016-12-14 10:05:33.766071
415,Catholic Daily Mass - Wednesday,2/08/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170208T170000Z,2016-12-14 10:05:33.766077
416, POLITICAL INSTITUTIONS WORKSHOP: Milan Svolik (Yale University),2/08/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-00aa2003-00001f58demobedework%40mysite.edu,2016-12-14 10:05:33.766082
417,Regulatory Networks in Health and Disease,2/08/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-53d2f7a2-0153-f6edd3de-00004194demobedework%40mysite.edu_20170208T170000Z,2016-12-14 10:05:33.766088
418,Duke Journal of Gender Law & Policy Symposium,2/08/2017 12:30,Law School 4055,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-557c3cc7-0155-7e8e2fdb-00006e0ademobedework%40mysite.edu_20170208T173000Z,2016-12-14 10:05:33.766093
419,DVS Workshop:  Introduction to Stata,2/08/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf4d1658-00006618demobedework%40mysite.edu,2016-12-14 10:05:33.766098
420,Undergraduate Drop-in Advising,2/08/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170208T183000Z,2016-12-14 10:05:33.766104
421,Duke Physics Colloquium ft. M. Susan Lozier,2/08/2017 15:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58d2ab14-0158-e5611367-000019a0demobedework%40mysite.edu,2016-12-14 10:05:33.766109
422,Duke Epigenetics Seminar Series,2/08/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57b3e626-0157-b5999ab8-0000491ademobedework%40mysite.edu_20170208T210000Z,2016-12-14 10:05:33.766114
423,Design Strategies for an English Garden,2/08/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e732aa97-00002d6fdemobedework%40mysite.edu_20170208T233000Z,2016-12-14 10:05:33.766119
424,Catholic Eucharistic Adoration - Goodson Chapel,2/08/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170209T010000Z,2016-12-14 10:05:33.766125
425,Catholic Reconciliation Service - Goodson Chapel,2/08/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170209T020000Z,2016-12-14 10:05:33.766131
426,Jazz@TheMaryLou,2/08/2017 00:01,Mary Lou Williams Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-0514ba8e-000072c4demobedework%40mysite.edu_20170209T023000Z,2016-12-14 10:05:33.766139
427,Engineering Master's Drop-in Advising,2/09/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170209T130000Z,2016-12-14 10:05:33.766145
428,Catholic Daily Mass - Thursday YOH Football Center,2/09/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170209T163000Z,2016-12-14 10:05:33.766150
429,Job Search Workshop for Graduate Students [Registration required],2/09/2017 12:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f382d0d0-000012cfdemobedework%40mysite.edu,2016-12-14 10:05:33.766156
430,DVS Workshop:  ggplot2 -- A learning series on R,2/09/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-b5ad826d-00002e53demobedework%40mysite.edu,2016-12-14 10:05:33.766161
431,Thursday Seminar Series,2/09/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7eccb4c0-00000aa9demobedework%40mysite.edu,2016-12-14 10:05:33.766167
432,Duke Journal of Gender Law & Policy Symposium,2/09/2017 12:30,Law School 4055,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-557c3cc7-0155-7e8e2fdb-00006e0ademobedework%40mysite.edu_20170209T173000Z,2016-12-14 10:05:33.766172
433,Undergraduate Drop-in Advising,2/09/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170209T183000Z,2016-12-14 10:05:33.766177
